"summary","type"
"Localized Story in a german version shows different behavior than english version I tried to use jBehave stories with German locales (See text below and the attached example). 
But ""Und"" steps of the german story aren't fully recognized. 
It is working With just one ""Und""-step but not with an additional one. 

English version of the story works fine (even with two ""And"" based step candidates ). 

PS: By the way, jBehave offers an annotation "" <at> and"" in this example report, but there exists no "" <at> and"" 
annotation in jBehave. 
------------------------------------------------------------------------- 
------------------------------------------------- Step class -------------------------------------------- 
public class Kreditausfallversicherung { 

<at> Given(""sei eine Kreditausfallversicherung mit einer Laufzeit bis zum $enddate"") 
public void maturityDateOfCDS(String maturity) { 
System.out.println(""Given: maturityDateOfCDS "" + maturity); 
} 

<at> Given(""einer Ausfallpr\u00E4mie von $spread pro Jahr"") 
public void spreadAndPaymentFrequency(double spread) { 
System.out.println(""Given: spreadAndPaymentFrequency "" + spread); 
} 

<at> Given(""einer Konkursquote von $recoveryRate"") 
public void andEinerKonkursquoteVon40(double recoveryRate) { 
System.out.println(""Given: andEinerKonkursquoteVon40 "" + recoveryRate); 
} 

<at> When(""die Kreditausfallversicherung bewertet wird"") 
public void wennDieKreditausfallversicherungBewertetWird() { 
System.out.println(""When: wennDieKreditausfallversicherungBewertetWird ""); 
} 

<at> Then(""wird zum $presentDate der aktuelle Wert $presentValue EUR erwartet"") 
public void erwartet(String presentDate,double presentValue) { 
System.out.println(""Then: erwartet "" + presentDate + "" "" + presentValue); 
} 
} 
----------------------------------------------------------------------------------------------------------------- 


---------------------- snipp German Version -------------------- 

Erz�hlung: 
Um eine Kreditausfallversicherung 
Als H�ndler zu bewerten 
M�chte ich den aktuellen Wert berechnen 

!-- Vorher: 
!-- Gegeben sei folgende risikolose Zinskurve 
!-- |Tage|Zinssatz| 
!-- 
Szenario: Berechnung mit einer Konkursquote von 40% 
Given: maturityDateOfCDS 20.1.2009 
Gegeben sei eine Kreditausfallversicherung mit einer Laufzeit bis zum 20.1.2009 
Given: spreadAndPaymentFrequency 5.0 
Und einer Ausfallpr�mie von 0,05 pro Jahr 
Und einer Konkursquote von 40% (AUSSTEHEND) 
Wenn die Kreditausfallversicherung bewertet wird (NICHT AUSGEF�HRT) 
Dann wird zum 20.8.2008 der aktuelle Wert -8,347642935784341E-4 EUR erwartet (NICHT AUSGEF�HRT) 
<at> And(""einer Konkursquote von 40%"") 
<at> Pending 
public void andEinerKonkursquoteVon40() { 
// AUSSTEHEND 
} 

---------------------- snipp English Version -------------------- 
Narrative: 
In order to have the present value of a CDS 
As a trader 
I want to calculate it 
Scenario: Calculation with a recovery rate of 40% 
STEP: given maturityDateOfCDS 20.1.2009 
Given a CreditDefaultSwap with maturity date 20.1.2009 
STEP: given spreadPerYear 0.05 
And a spread of 0.05 per year 
STEP: given recoveryRate 40.0 
And a recovery rate of 40% 
STEP: when itsCalculated 
When its calculated 
STEP: then expectValueAtRiskdate 20.8.2008 
Then we expect at 20.8.2008 a present value of -8,347642935784341E-4 EUR","non-feature containing"
"Loose step matching, not based on StepType Hi, 

I've recently started working with jbehave, and I am noticing duplication when a step method can be more than one StepType, e.g.: 

{code} 
@Given(""the cart is empty"") 
@When(""the cart is empty"") 
public void cartIsEmpty() {} 
{code} 

An easy (?) workaround could be to support the following syntax 

{code} 
@Given(""the cart is empty"") 
@When 
public void cartIsEmpty() {} 
{code} 

i.e. in case a method has multiple StepType annotations, only one [value|http://jbehave.org/reference/stable/javadoc/core/org/jbehave/core/annotations/Given.html#value()] needs to be not empty. 

But I think there's a more elegant solution. 
The Cucumber Book says something interesting about this: 
{quote} 
Given, When, Then Are the Same. 
It doesn't actually matter which of the three methods you use to register a step definition, because Cucumber ignores the keyword when matching a step. Under the hood, all of the keyword methods are aliases for Cucumber:: RbDsl#register_rb_step_definition. The keywords are really just there for extra documentation to help you express the intent of each step or step definition. 
This means that, whether it was created with the method Given, When, or Then, a step definition will match any Gherkin step as long as the regular expression matches the main text of the step 
{quote} 

I like this concept. At the end of the day, a step is just a method that I may want to call at a certain point (as the m-th or the n-th step) in a scenario. 

Well, different story for given's vs. then's. 
Given my cart is empty != Then my cart is empty 
But, as the cucumber book suggests, then steps should be reworded to use ""should"" 
=> ""then my cart *should* be empty"" 

So what about going a little bit farther and defining a generic @Step annotation? 

{code} 
@Step(""the cart is empty"") 
public void cartIsEmpty() {} 
{code} 

There is a problem, though, as I think this would break JBEHAVE-196 (?). 
But then, as far as I understand, the ultimate solution would be to support regexes, wouldn't it? Which is another feature that would be a very-nice-to-have, I think. 

Thanks","feature containing"
"Make ClassLoader injectable in BehavioursLoader BehavioursLoader should allow an injectable ClassLoader","feature containing"
"Make Eclipse plugin version settable in command-line Make the build version a command-line param, eg -Dversion=1.0.x so we can build new versions easily.

ATM, version is sprinkled in 2-3 places. I noticed that you use an xslt to generate a site.xml with the given version.

It would be simpler to use Ant's property replacement of @version@ in all the relevant files and just have a version=x.y in the main build.properties","feature containing"
"Make ExamplesTableProperties API public Make ExamplesTableProperties API public as it can be used by transformers to perform manipulations with ExamplesTable in a proper way","feature containing"
"Make ParameterConverters to use builder-style paradigm and add DateConverter Refactor ParameterConverters to be added as builder 

new ParameterConverters().addConverter(new DateConverter(new SimpleDateFormat(""dd/MM/yyyy""))); 

Add DateConverter as default converter with injectable DateFormat.","feature containing"
"Make SauceLabsCrossReference extensible by subclasses To allow extensibility make the map of story to Sauce URLs protected in SauceLabsCrossReference","feature containing"
"Make column separator configurable in ExamplesTable When trying to read from external sources, like a wiki, some characters like ""|"" may be reserved and we need to allow for use of others. 

The parser should allow configuration of other column separators when parsing tables.","feature containing"
"Make default converter classes publicly accessible and allow configuration of number format Make the default converters in ParameterConverters public so they can be accessed and possibly overridden.

Make the number format in NumberListConverter configurable and defaulting to NumberFormat.getInstance().","feature containing"
"Make it easy to pick the output directory for the reports As part of my usage of JBehave I need to control where the reports are being written. Unless I missed an obvious API the code I currently use (see code below) is particularly verbose (=and not easy to figure out)=. I think it would be great is there was something on the MostUsefulConfiguration object (or other object) to let the user set the output folder or any other simpler way. 

.useStoryReporterBuilder( 
new StoryReporterBuilder() { 
protected org.jbehave.core.reporters.FilePrintStreamFactory filePrintStreamFactory(String storyPath) { 
return new FilePrintStreamFactory(new StoryLocation(codeLocation(), storyPath), fileConfiguration("""")) { 
public File outputDirectory() { 
return new File(""c:/dev/tmp/behave""); 
}; 
}; 
};","feature containing"
"Make mojos @requireDependencyResolution test The test resolution scope allows use of mojo in both test and compile scopes.","feature containing"
"Make parametrised name delimiters configurable Currently, parametrised names are conventionally delimited by angle brackets (< and >). The matching mechanism does not depend on them by the output step decoration that identifies and highlights parameter values in StepCreator does. 

The parameter name delimeters should be abstracted into a ParameterControls configuration element.","feature containing"
"Make story parser and renderer configurable The implementation classes of the story parser and renderer should be optionally be configurable and default to text-based parser and renderer.","feature containing"
"Mark start/end of all parameter values in step creation Mark parameter values with start and end tags in all steps, not just the ones whose value come from the examples tables. 

This allow the markup of the parameters in the reporting, e.g. to highlight with different color in HTML reports.","feature containing"
"MatchingStepMonitor should use delegating model The MatchingStepMonitor is used internally by the PerformableTree and should support the delegating model to honor other step monitor configured by the user.","non-feature containing"
"Maven 2 support Regardless of feelings about maven vs ant, there is a case for supporting both.

IMO maven 2 provides a declarative approach that simplifies readability of build system, 
especially for multicomponent systems.

Discussions on merits should be on the list. 
Here I'm attaching an initial spike patch that mavenises build for people to have a look at and get a feel.

Read README.txt to start off with - need to install cotta jar in the local repo (this is just a temporary step to get build
working - it can also be configured to be installed automatically or deployed to ibiblio).

The behaviours still fail to run because of the jbehave.core.util.BehavioursLoader does not provide injection of classloader.","feature containing"
